@DATA
#Scene_number
#Segment_number
#Segment_label
#H_hist0
#H_hist1
#H_hist2
#H_hist3
#H_hist4
#H_hist5
#S_hist0
#S_hist1
#V_hist0
#V_hist1
#HAvg0
#SAvg0
#VAvg0
#horizontalExtent0
#zExtent0
#centroid_z0
#normal_z0
#linearness0
#planarness0
#scatter0
#HOG0
#HOG1
#HOG2
#HOG3
#HOG4
#HOG5
#HOG6
#HOG7
#HOG8
#HOG9
#HOG10
#HOG11
#HOG12
#HOG13
#HOG14
#HOG15
#HOG16
#HOG17
#HOG18
#HOG19
#HOG20
#HOG21
#HOG22
#HOG23
#HOG24
#HOG25
#HOG26
#HOG27
#HOG28
#HOG29
#HOG30
#distance_from_wall0
1	5	1	0.288071	0.000923848	0.000339373	0.00982296	0.19578	0.505062	0.98684	0.0131601	0.0254907	0.974509	228.997	0.138021	0.674225	1.39179	0.88693	1.08859	0.00334068	0.0527224	0.0367759	0.0895825	0.177137	0.105574	0.146191	0.120832	0.210137	0.190177	0.1311	0.152968	0.119623	0.251862	0.150913	0.128806	0.113292	0.260159	0.137099	0.122191	0.126929	0.119497	0.359008	0.256038	0.262314	0.234124	0.368755	0.31561	0.252699	0.27578	0.23912	0.328833	0.323365	0.325128	0.325852	0.611095	
1	9	1	0.763696	0.000434783	0	0.00130435	0.00152174	0.233043	0.997826	0.00217391	0.00173913	0.998261	94.8947	0.225526	0.565402	0.263461	0.609294	1.13607	0.00589946	0.0225288	0.00399389	0.0265716	0.146693	0.0899351	0.0652876	0.123875	0.119954	0.23196	0.119491	0.116442	0.209164	0.245794	0.127495	0.112644	0.143635	0.170911	0.197112	0.153164	0.119923	0.0897862	0.311634	0.21743	0.177932	0.267511	0.283234	0.359995	0.272655	0.236365	0.29895	0.293335	0.283608	0.31917	0.32164	0.196242	
1	11	1	0.226674	0.000846501	0.000376223	0.0204101	0.600734	0.150959	0.995485	0.00451467	0.0667795	0.93322	216.365	0.165539	0.668002	0.601005	0.729718	1.07675	0.00554768	0.00783846	0.0215534	0.0294428	0.293454	0.19843	0.17259	0.107033	0.197069	0.0981624	0.0744563	0.061158	0.0697678	0.155454	0.087807	0.0602495	0.0851806	0.131718	0.155301	0.121881	0.175411	0.204452	0.366125	0.277235	0.23263	0.192214	0.293986	0.238565	0.196226	0.235481	0.268161	0.282738	0.30154	0.277169	0.293282	0.466911	
1	62	45	0.282152	0.0101532	0.00356252	0.0147845	0.240648	0.4487	0.909512	0.0904881	0.881012	0.118988	224.296	0.231203	0.397968	0.348581	0.238828	0.875772	0.207433	0.00362848	0.00428145	0.00793111	0.217493	0.105572	0.0995881	0.0472062	0.14515	0.0910648	0.0484358	0.077003	0.0806443	0.139732	0.123435	0.115843	0.135831	0.234635	0.218562	0.142909	0.157399	0.138521	0.320345	0.222407	0.213819	0.183037	0.326783	0.292822	0.190033	0.22768	0.218936	0.246782	0.275262	0.280416	0.29073	0.680622	
1	118	3	0.821355	0.0146958	0.00528129	0.00711825	0.0594719	0.0920781	0.344891	0.655109	0.489782	0.510218	73.9043	0.571093	0.532587	1.07119	0.0382149	0.731965	0.999836	0.0828657	0.0064493	0.08933	0.11516	0.0648003	0.0683855	0.102207	0.237945	0.220006	0.159167	0.107017	0.0922808	0.136997	0.0899587	0.0491907	0.0857814	0.214014	0.088828	0.0438975	0.0460698	0.0501158	0.233487	0.153157	0.117189	0.187989	0.336765	0.287301	0.198507	0.153087	0.141346	0.260154	0.216291	0.242951	0.210121	1.10969	
1	123	33	0.751925	0.00334784	0.00133914	0.00703047	0.0308001	0.205557	0.560763	0.439237	0.998326	0.00167392	97.8589	0.489411	0.329549	1.56573	0.0577574	0.731757	0.998832	0.157251	0.000423265	0.157694	0.0848951	0.0579511	0.0541132	0.0384923	0.119267	0.105894	0.0344531	0.026758	0.0106504	0.0784983	0.064915	0.136026	0.253218	0.39107	0.338923	0.17367	0.132841	0.0753801	0.163393	0.122866	0.190139	0.291711	0.4	0.390024	0.208123	0.159599	0.0860305	0.250701	0.262258	0.254606	0.25868	0.276547	
1	135	1	0.901422	0.0025881	0.000647026	0.00142346	0.00726107	0.0866583	0.887734	0.112266	0.352931	0.647069	55.4497	0.315336	0.516763	2.3374	1.34777	0.908854	-0.0274719	0.433692	0.0454235	0.47928	0.222436	0.136741	0.125505	0.112289	0.209571	0.16585	0.114895	0.121699	0.136104	0.226028	0.127152	0.114469	0.110535	0.211434	0.181213	0.125107	0.132257	0.143676	0.364646	0.261967	0.237798	0.221956	0.366674	0.323305	0.236886	0.251735	0.274686	0.319759	0.31928	0.319527	0.322208	0.332535	
1	147	44	0.491188	0.0551724	0.010728	0.0183908	0.134866	0.289655	0.363218	0.636782	1	0	153.651	0.590917	0.138465	0.322596	0.0373787	0.7556	0.998946	0.00202069	0.00176608	0.00380284	0.0891514	0.0686053	0.0599082	0.132212	0.261524	0.350082	0.146763	0.056025	0.0754686	0.13953	0.131518	0.165038	0.109294	0.0988792	0.0392306	0.0381011	0.0392321	0.0457895	0.228681	0.200124	0.223421	0.238864	0.315084	0.366919	0.184864	0.0952572	0.121258	0.226685	0.280328	0.21316	0.244477	0.767677	
1	161	14	0.927827	0.0286763	0.00178623	0.00106208	0.0088346	0.0318142	0.0322004	0.9678	0.987496	0.0125036	36.858	0.880707	0.310269	1.10182	0.627814	0.593275	0.00707963	0.0453185	0.0122974	0.0576305	0.226965	0.0772753	0.097368	0.0709859	0.18456	0.13003	0.107135	0.127015	0.0815113	0.229436	0.0845873	0.101756	0.0868264	0.218416	0.168722	0.14753	0.170147	0.107441	0.352563	0.160365	0.198757	0.157661	0.340289	0.274252	0.230732	0.278544	0.18744	0.290318	0.276489	0.291511	0.28139	1.15714	
1	216	10	0.737137	0.00585838	0.00101885	0	0.0412634	0.214722	0.00433011	0.99567	1	0	88.4115	0.886652	0.0843185	0.35155	0.557641	0.277254	0.00326198	0.0172645	0.00397353	0.0212973	0.263502	0.0487788	0.0899733	0.0173409	0.213366	0.0721448	0.163453	0.28521	0.111482	0.359771	0.133918	0.211405	0.0989425	0.154282	0.0324092	0.012915	0.103077	0.0319199	0.4	0.182697	0.301379	0.116283	0.363593	0.104554	0.176368	0.378391	0.143401	0.285249	0.319865	0.236175	0.291905	0.383069	
